userName,score,content,at,cleaning,case_folding,normalization,stopword_removal,translated_review,sentiment
yanny dwi,1,"order gofood tp nasi gak ada, komplen minta nasinya malah refund.. emang mau makan saldo????",2026-03-29 02:02:01,order gofood nasi gak ada komplen minta nasinya malah refund emang mau makan saldo,order gofood nasi gak ada komplen minta nasinya malah refund emang mau makan saldo,order gofood nasi enggak ada komplen meminta nasinya malah refund memang mau makan saldo,gofood nasi enggak ada komplen meminta nasinya malah refund memang mau makan saldo,"gofood rice didn't complain about asking for the rice, instead they wanted a refund, they wanted to eat the balance",neutral
Gilang Andre,2,"masalah jaringan,padahal kuota banyak tapi di apk masalah internet",2026-03-29 01:57:57,masalah jaringan padahal kuota banyak tapi apk masalah internet,masalah jaringan padahal kuota banyak tapi apk masalah internet,masalah jaringan padahal kuota banyak tapi aplikasi masalah internet,masalah jaringan kuota banyak tapi aplikasi masalah internet,there are a lot of network quota problems but the application has internet problems,neutral
Bang Aeri,5,gojek mantap,2026-03-29 01:56:55,gojek mantap,gojek mantap,gojek mantap,gojek mantap,gojek is great,positive
Queen Lion,1,"driver di daerah saya sedikit jadi lama sekali ketika akan pesan, saran tambahkan lagi drivernya di titik titik tertentu",2026-03-29 01:54:48,driver daerah saya sedikit jadi lama sekali ketika akan pesan saran tambahkan lagi drivernya titik titik tertentu,driver daerah saya sedikit jadi lama sekali ketika akan pesan saran tambahkan lagi drivernya titik titik tertentu,driver daerah saya sedikit jadi lama sekali ketika akan pesan saran tambahkan lagi drivernya titik titik tertentu,driver daerah saya sedikit jadi lama sekali ketika akan pesan saran tambahkan lagi drivernya titik titik tertentu,there are few drivers in my area so it takes a long time to order a suggestion to add more drivers at certain points,positive
Dede “Fitrah” Khaerul,2,"Aplikasi gak guna. pesan go food, waktu persiapan 70 menit. udah nunggu lama, malah gak dapat driver. disuruh batalin pula. akhirnya pesen di aplikasi oren, ternyata lebih cepat dari estimasi. tegur dong para drivernya.",2026-03-29 01:53:31,aplikasi gak guna pesan food waktu persiapan menit udah nunggu lama malah gak dapat driver disuruh batalin pula akhirnya pesen aplikasi oren ternyata lebih cepat dari estimasi tegur dong para drivernya,aplikasi gak guna pesan food waktu persiapan menit udah nunggu lama malah gak dapat driver disuruh batalin pula akhirnya pesen aplikasi oren ternyata lebih cepat dari estimasi tegur dong para drivernya,aplikasi enggak guna pesan food waktu persiapan menit sudah menunggu lama malah enggak dapat driver disuruh batalion pula akhirnya pesan aplikasi oren ternyata lebih cepat dari estimasi tegur dong para drivernya,aplikasi enggak guna pesan food waktu persiapan menit sudah menunggu lama malah enggak dapat driver disuruh batalion pula akhirnya pesan aplikasi ternyata lebih cepat estimasi tegur dong para drivernya,"the application doesn't work for ordering food. preparation time, minutes, i've been waiting for a long time, but i can't even get it. the driver was told to go to battalion. in the end, i ordered the application. it turned out to be faster. estimated warning the drivers.",negative
Hendrik Setiawan,5,"Overall udah mantap, cuman ada beberapa bug kayak notif chat ga muncul, tolong diperbaiki lagi",2026-03-29 01:29:39,overall udah mantap cuman ada beberapa bug kayak notif chat ga muncul tolong diperbaiki lagi,overall udah mantap cuman ada beberapa bug kayak notif chat ga muncul tolong diperbaiki lagi,overal sudah mantap cuman ada beberapa kesalahan kayak notif chat tidak muncul tolong diperbaiki lagi,overal sudah mantap ada beberapa kesalahan kayak notif chat tidak muncul diperbaiki lagi,"overall it's great, there are some errors like chat notifications not appearing, they have been corrected again",positive
Akhmad Iqbal Afghifari,2,"cari driver makin susah, kalau Nemu sengaja dibikin lama trus malah minta cancel, setiap driver yang minta cancel customer dpt biaya tambahan buat cari trip selanjutnya",2026-03-29 01:26:13,cari driver makin susah kalau nemu sengaja dibikin lama trus malah minta cancel setiap driver yang minta cancel customer biaya tambahan buat cari trip selanjutnya,cari driver makin susah kalau nemu sengaja dibikin lama trus malah minta cancel setiap driver yang minta cancel customer biaya tambahan buat cari trip selanjutnya,cari driver makin susah kalau nemu sengaja dibikin lama terus malah meminta cancel setiap driver yang meminta cancel customer biaya tambahan buat cari trip selanjutnya,cari driver makin susah kalau nemu sengaja dibikin lama terus malah meminta cancel setiap driver yang meminta cancel customer biaya tambahan buat cari trip selanjutnya,"looking for a driver will be even more difficult if you find it's deliberately taking too long and then you'll ask to cancel. every time the driver asks to cancel, the customer will have to pay extra to find the next trip.",negative
Dodo Zipo,5,Sangat membantu Terimakasih,2026-03-29 01:22:47,sangat membantu terimakasih,sangat membantu terimakasih,sangat membantu terimakasih,sangat membantu terimakasih,very helpful thank you,positive
Endro Priyadi,1,"baru aja mau naik go car yang prioritas malah di batalin nih nomer plat mobil nya B1620ERM dan nama nya R. RINALDI AFRIYANTO Toyota Calya silver metalik, tolong di usahakan jangan begini lagi",2026-03-29 01:20:54,baru aja mau naik car yang prioritas malah batalin nih nomer plat mobil nya dan nama nya rinaldi afriyanto toyota calya silver metalik tolong usahakan jangan begini lagi,baru aja mau naik car yang prioritas malah batalin nih nomer plat mobil nya dan nama nya rinaldi afriyanto toyota calya silver metalik tolong usahakan jangan begini lagi,baru saja mau naik car yang prioritas malah batalion nih nomer plat mobil nya dan nama nya rinaldi afriyanto toyota calya silver metalik tolong usahakan jangan begini lagi,baru saja mau naik car yang prioritas malah batalion nomer plat mobil dan nama rinaldi afriyanto toyota calya silver metalik usahakan jangan begini lagi,"just about to get paint, the priority is the battalion problem, car plate number and name, rinaldi afriyanto, toyota calya, metallic silver, try not to do this again",neutral
Nina Fitriani,5,nyaman . terima kasih,2026-03-29 01:16:49,nyaman terima kasih,nyaman terima kasih,nyaman terima kasih,nyaman terima kasih,comfortable thank you,positive
Beautyvia De Millie Yang,1,"Gopay saya di tarik sama orang tidak di kenal di tanggal 12 MARET, tapi dari gojek tidak membantu mengembalikan uang tersebut. malahan tutup kasus nya. di coba lagi untuk buka kasusnya tapi tidak bisa. tolong di bantu yaa ini aplikasi gak aman banget. udah beberapa kali saldo aku hilang",2026-03-29 01:01:12,gopay saya tarik sama orang tidak kenal tanggal maret tapi dari gojek tidak membantu uang tersebut malahan tutup kasus nya coba lagi untuk buka kasusnya tapi tidak bisa tolong bantu yaa ini aplikasi gak aman banget udah beberapa kali saldo aku hilang,gopay saya tarik sama orang tidak kenal tanggal maret tapi dari gojek tidak membantu uang tersebut malahan tutup kasus nya coba lagi untuk buka kasusnya tapi tidak bisa tolong bantu yaa ini aplikasi gak aman banget udah beberapa kali saldo aku hilang,gopay saya tarik sama orang tidak kenal tanggal maret tapi dari gojek tidak membantu uang tersebut malahan tutup kasus nya coba lagi untuk buka kasusnya tapi tidak bisa tolong bantu ya ini aplikasi enggak aman banget sudah beberapa kali saldo aku hilang,saya tarik sama orang tidak kenal tanggal maret tapi gojek tidak membantu uang tersebut malahan tutup kasus coba lagi untuk buka kasusnya tapi tidak bisa bantu ini aplikasi enggak aman sudah beberapa kali saldo aku hilang,"i withdrew from someone who didn't know the march date but gojek didn't help with the money instead closed the case, tried again to open the case but couldn't help, this application isn't safe, my balance has been lost several times",positive
Keyla Aurani,5,membantu dalam perjalanan 👍🏻👍🏻👍🏻,2026-03-29 00:40:44,membantu dalam perjalanan,membantu dalam perjalanan,membantu dalam perjalanan,membantu dalam perjalanan,help on the way,neutral
Garnet,5,Saya mengharapkan agar Gojek Sejahtera lagi.🙏,2026-03-29 00:35:25,saya mengharapkan agar gojek sejahtera lagi,saya mengharapkan agar gojek sejahtera lagi,saya mengharapkan agar gojek sejahtera lagi,saya mengharapkan agar gojek sejahtera lagi,i hope that gojek will prosper again,neutral
khumaedi yahya,5,mantap,2026-03-29 00:25:12,mantap,mantap,mantap,mantap,excellent,positive
Ning Dwi Elvy Sukesi,5,"Driver baik ramah,datang tepat waktu dan juga mobil bersih 👍🏻👍🏻",2026-03-29 00:23:04,driver baik ramah datang tepat waktu dan juga mobil bersih,driver baik ramah datang tepat waktu dan juga mobil bersih,driver baik ramah datang tepat waktu dan juga mobil bersih,driver baik ramah datang tepat waktu dan mobil bersih,good friendly driver came on time and the car was clean,positive
Rangga Anggara,5,go food so fasting,2026-03-29 00:13:02,food fasting,food fasting,food fasting,food fasting,food fasting,neutral
Adam Syam,5,the best,2026-03-29 00:04:36,the best,the best,the best,the best,the best,positive
anindhita prasasya,5,"aplikasi mempermudah hidup. dsaat repot ini itu, klik lalu nunggu dan makan :)",2026-03-28 23:59:30,aplikasi mempermudah hidup dsaat repot ini itu klik lalu nunggu dan makan,aplikasi mempermudah hidup dsaat repot ini itu klik lalu nunggu dan makan,aplikasi mempermudah hidup dsaat repot ini itu klik lalu menunggu dan makan,aplikasi mempermudah hidup dsaat repot ini itu klik lalu menunggu dan makan,"the application makes life easier in these busy times, just click then wait and eat",positive
farizadhdhahiri XTPm1,5,mempermudah keseharian 👍,2026-03-28 23:56:09,mempermudah keseharian,mempermudah keseharian,mempermudah keseharian,mempermudah keseharian,make everyday life easier,negative
Inni Sadrika,2,"setiap pesen gocar, selalu dicancel",2026-03-28 23:52:19,setiap pesen gocar selalu dicancel,setiap pesen gocar selalu dicancel,setiap pesan gocar selalu dicancel,setiap pesan gocar selalu dicancel,every gocar message is always cancelled,neutral
Rizkullah Shafa,5,nice,2026-03-28 23:42:53,nice,nice,nice,nice,nice,positive
Rihana Putri,5,gak dapat driver smpe 1jam? yg bener aja ni gojek??,2026-03-28 23:29:09,gak dapat driver smpe bener aja gojek,gak dapat driver smpe bener aja gojek,enggak dapat driver sampai benar saja gojek,enggak dapat driver sampai benar saja gojek,i couldn't get a driver until i got a gojek,neutral
Kam Nadhoya Zhay,4,Bagus,2026-03-28 23:27:54,bagus,bagus,bagus,bagus,good,positive
Janiar Rampalino,5,"cepat pelayanan,sangat terbantu",2026-03-28 23:23:39,cepat pelayanan sangat terbantu,cepat pelayanan sangat terbantu,cepat pelayanan sangat terbantut,cepat pelayanan sangat terbantut,,neutral
Telur Gulung,2,goride hemat Rp.21.500 gocar hemat RP.20.500 goride biasa Rp.21.500 goride comfort Rp.21.500 😑 bingung mikir nya ini biaya nya ga jelas...,2026-03-28 23:21:31,goride hemat gocar hemat goride biasa goride comfort bingung mikir nya ini biaya nya ga jelas,goride hemat gocar hemat goride biasa goride comfort bingung mikir nya ini biaya nya ga jelas,goride hemat gocar hemat goride biasa goride comfort bingung mikir nya ini biaya nya tidak jelas,goride hemat gocar hemat goride biasa goride comfort bingung mikir ini biaya tidak jelas,goride save gocar save goride regular goride comfort confused thinking this cost is not clear,negative
Zeidan Taufik,5,layanan bagus,2026-03-28 21:32:46,layanan bagus,layanan bagus,layanan bagus,layanan bagus,good service,positive
Muhex Munadi,5,kenapa gopaylater gk di acc padahal saya pengguna lama,2026-03-28 21:19:35,kenapa gopaylater gk acc padahal saya pengguna lama,kenapa gopaylater gk acc padahal saya pengguna lama,kenapa gopaylater tidak acc padahal saya pengguna lama,kenapa gopaylater tidak acc saya pengguna lama,"why doesn't gopaylater acc, i'm an old user",positive
Muhammad arif pujaya kesuma,4,Good,2026-03-28 19:26:52,good,good,good,good,good,positive
Isra Miraja,5,sangat baik,2026-03-28 19:13:00,sangat baik,sangat baik,sangat baik,sangat baik,very good,positive
Nanda Juliana,1,"Jujur ya, saya bener-bener kecewa dan emosi banget sama layanan GoFood kali ini! Masa aplikasi sebesar Gojek nggak punya fitur pembatalan yang jelas, padahal driver-nya lama banget nggak jalan-jalan dan bikin waktu saya terbuang percuma? Saya nungguin makanan sampai kelaparan, tapi pas mau batalin malah dipersulit seolah-olah konsumen nggak punya hak buat memilih, padahal ini murni kesalahan sistem atau driver yang nggak responsif. Tolong dong diperbaiki sistemnya, jangan cuma mau untungnya aja",2026-03-28 19:12:15,jujur saya bener bener kecewa dan emosi banget sama layanan gofood kali ini masa aplikasi sebesar gojek punya fitur pembatalan yang jelas padahal driver nya lama banget jalan jalan dan bikin waktu saya terbuang percuma saya nungguin makanan sampai kelaparan tapi pas mau batalin malah dipersulit seolah olah konsumen punya hak buat memilih padahal ini murni kesalahan sistem atau driver yang responsif tolong dong diperbaiki sistemnya jangan cuma mau untungnya aja,jujur saya bener bener kecewa dan emosi banget sama layanan gofood kali ini masa aplikasi sebesar gojek punya fitur pembatalan yang jelas padahal driver nya lama banget jalan jalan dan bikin waktu saya terbuang percuma saya nungguin makanan sampai kelaparan tapi pas mau batalin malah dipersulit seolah olah konsumen punya hak buat memilih padahal ini murni kesalahan sistem atau driver yang responsif tolong dong diperbaiki sistemnya jangan cuma mau untungnya aja,jujur saya benar benar kecewa dan emosi banget sama layanan gofood kali ini masa aplikasi sebesar gojek punya fitur pembatalan yang jelas padahal driver nya lama banget jalan jalan dan bikin waktu saya terbuang percuma saya menunggu makanan sampai kelaparan tapi pas mau batalion malah dipersulit seolah olah konsumen punya hak buat memilih padahal ini murni kesalahan sistem atau driver yang responsif tolong dong diperbaiki sistemnya jangan cuma mau untungnya saja,jujur saya benar benar kecewa dan emosi sama layanan gofood kali ini masa aplikasi sebesar gojek punya fitur pembatalan yang jelas driver lama jalan jalan dan waktu saya terbuang percuma saya menunggu makanan sampai kelaparan tapi pas mau batalion malah dipersulit seolah olah konsumen punya hak buat memilih ini murni kesalahan sistem atau driver yang responsif dong diperbaiki sistemnya jangan cuma mau untungnya saja,"honestly, i'm really disappointed and emotional with the gofood service this time, when the app as big as gojek has a clear cancellation feature, the driver takes a long time to travel and my time is wasted, i wait for food until i'm hungry, but when i want to battalion, it's made more difficult as if consumers have the right to choose, this is purely a system error or a driver who is responsive, please fix the system, don't just want profits.",negative
