userName,score,content,at,clean_content,sentiment
Pita Palupi,1,"kenapa akhir2 ini susah dapet driver yaa? sekalinya dapet lokasinya jauh bgt dri titik jemput, gfd juga gaada driver, padahal udah nunggu satu jam tetep ga dapet, gojek kenapa sih?",2026-03-28 14:48:50,kenapa akhir ini susah dapet driver yaa sekalinya dapet lokasinya jauh bgt dri titik jemput gfd juga gaada driver padahal udah nunggu satu jam tetep ga dapet gojek kenapa sih,negatif
Aya Anggini,1,"makin kesini makin gak jelas susah dapet driver makanan, udah nunggu berjam jam gak jelas. tolong diperbaiki",2026-03-28 14:45:59,makin kesini makin gak jelas susah dapet driver makanan udah nunggu berjam jam gak jelas tolong diperbaiki,negatif
yunita anggraeni,5,mantap,2026-03-28 14:43:38,mantap,positif
Si jek,5,mantul,2026-03-28 14:41:20,mantul,positif
Nuzuli Rizki,1,payaahhhh susaaahhhhh sekali dapet driver,2026-03-28 14:36:09,payaahhhh susaaahhhhh sekali dapet driver,negatif
sarwanto wawan,1,proses lambat order makan malam buat anak2 2 jam baru datang. akhirnya dah pada tidur jadi ng makan.,2026-03-28 14:35:59,proses lambat order makan malam buat anak jam baru datang akhirnya dah pada tidur jadi ng makan,negatif
budi Waskito,2,baru 11 hari minta di update apa apaan nih,2026-03-28 14:30:30,baru hari minta di update apa apaan nih,negatif
Andhika Rizki Hidayat,2,"update rutin, tapi performa aplikasi masih macet-macetan. gak optimal di HP entry level nih, animasinya bikin berat. Masa mau ubah data payment aja loading lama?",2026-03-28 14:29:29,update rutin tapi performa aplikasi masih macetmacetan gak optimal di hp entry level nih animasinya bikin berat masa mau ubah data payment aja loading lama,negatif
page Bamgyuu,5,"sudah bagus, tapi saat pesan makanan saat resto atau driver ngechat itu gaada notifnya. tolong diperbaiki ya gojekk",2026-03-28 14:28:35,sudah bagus tapi saat pesan makanan saat resto atau driver ngechat itu gaada notifnya tolong diperbaiki ya gojekk,positif
inayah putri,3,INI GOJEK KENAPA YA AKHIR2 INI LELET BGT PDHL SINYAL ADA,2026-03-28 14:23:23,ini gojek kenapa ya akhir ini lelet bgt pdhl sinyal ada,netral
Nizar Zulmi,5,bagus,2026-03-28 14:21:28,bagus,positif
Alya azzahra,2,"drivernya tolong di evaluasi lagi dong, masa pesenan saya sudah 3x di cancel tiba tiba tanpa alesan yang jelas. pdhl saya bayar loh",2026-03-28 14:21:23,drivernya tolong di evaluasi lagi dong masa pesenan saya sudah x di cancel tiba tiba tanpa alesan yang jelas pdhl saya bayar loh,negatif
Budi Purnomo,5,Gojek CS josss..,2026-03-28 14:20:57,gojek cs josss,positif
Rafid ahmad,2,banyak driver yg gk terima padahal banyak tapi kualitas drivernya pada bagus,2026-03-28 14:19:29,banyak driver yg gk terima padahal banyak tapi kualitas drivernya pada bagus,negatif
Pangeran Robotaku,5,terbaik,2026-03-28 14:11:11,terbaik,positif
Chorinna Militaris,4,susah cari driver area sidoarjo,2026-03-28 14:08:52,susah cari driver area sidoarjo,positif
Achmad Cnvs,1,"Estimasi Tambah lama , Tambah lama, memangnya udah pada malaskah para driver bila area dekat",2026-03-28 14:07:51,estimasi tambah lama tambah lama memangnya udah pada malaskah para driver bila area dekat,negatif
Erna Anggraini,3,kenapa akhir2 ini susah bgt cari driver mana batalinya hampir 1 jam sndiri,2026-03-28 14:06:31,kenapa akhir ini susah bgt cari driver mana batalinya hampir jam sndiri,netral
Muhammad Khoirudin,5,mntapp mendukung,2026-03-28 14:05:32,mntapp mendukung,positif
Akhmad Dillah,1,"2x pesan makanan tapi tidak dapat driver sedangkan untuk mau cancel harus nunggu sejam, seharusnya 20 menit bisa cancel",2026-03-28 14:04:13,x pesan makanan tapi tidak dapat driver sedangkan untuk mau cancel harus nunggu sejam seharusnya menit bisa cancel,negatif
Via Ryan21,1,SUSAH BANGET DPT DRIVER LOL SEKALI ADA DI TOLAK TOLAK PADA GAMAU DUIT KALIII ARGO SAMPE DI NAIKIN TTP PADA GAMAU !!,2026-03-28 14:01:44,susah banget dpt driver lol sekali ada di tolak tolak pada gamau duit kaliii argo sampe di naikin ttp pada gamau,negatif
Muji Tuwekal,5,Aplikasi yang sangat membantu,2026-03-28 14:00:57,aplikasi yang sangat membantu,positif
Doni Anshari,1,TERLALU LAMA DALAM MENCARI DRIVER!!!!,2026-03-28 13:59:31,terlalu lama dalam mencari driver,negatif
Jason Orlando,3,"leng celeng, hujan2 pesen gocar gaada yang mau ambil tuh gimana? mobil loh, bukan motor, padahal banyak yang terlihat lalu lalang di map pencariannya tapi gaada yang acc",2026-03-28 13:47:50,leng celeng hujan pesen gocar gaada yang mau ambil tuh gimana mobil loh bukan motor padahal banyak yang terlihat lalu lalang di map pencariannya tapi gaada yang acc,netral
Heri A,1,pesen gofood lemot bgt pencairan driver nya gak dapet2,2026-03-28 13:45:39,pesen gofood lemot bgt pencairan driver nya gak dapet,negatif
Atalla Juni,1,gojek ga jelas makin kesini makin buruk sering banget bug ga jelas,2026-03-28 13:44:00,gojek ga jelas makin kesini makin buruk sering banget bug ga jelas,negatif
Yosafat Gusni Ryan P,1,"SUSAH BANGET DAPAT DRIVER SEKARANG, TOLONG DIPERBAIKI",2026-03-28 13:40:49,susah banget dapat driver sekarang tolong diperbaiki,negatif
Firly Amelia,3,"aplikasi gojek skrg slalu gagal mulu, mau nautin e wallet susah, ongkir mahal poll hadeh",2026-03-28 13:39:53,aplikasi gojek skrg slalu gagal mulu mau nautin e wallet susah ongkir mahal poll hadeh,netral
Zulfikar Fatoni,1,"kalian WAJIB introspeksi kenapa driver Mitra kalian tidak mau ambil orderan, sudah semingguan ini SANGAT SUSAH pesan gofood, fitur ekspress GAK GUNA",2026-03-28 13:39:51,kalian wajib introspeksi kenapa driver mitra kalian tidak mau ambil orderan sudah semingguan ini sangat susah pesan gofood fitur ekspress gak guna,negatif
Pida Rifi,2,apk pelit voucher,2026-03-28 13:36:02,apk pelit voucher,negatif
#Dodytailor tailor,1,peses nya sangat salama ahirnya gakdapat juga ojek nya,2026-03-28 13:35:00,peses nya sangat salama ahirnya gakdapat juga ojek nya,negatif
Lily Sugiati,1,"berulang kali order baik pakai akun baru ini atau akun lama sering tidak dapat driver berujung batal beli gofood. gocar prioritas pun mobilnya asap rokok bau banget, goodbye Go-Jek, cari yg pasti dapat aja di Oren 😂😂😂",2026-03-28 13:33:23,berulang kali order baik pakai akun baru ini atau akun lama sering tidak dapat driver berujung batal beli gofood gocar prioritas pun mobilnya asap rokok bau banget goodbye gojek cari yg pasti dapat aja di oren,negatif
Alvin Alfa Yohanes Serhalawan,3,"Promonya pelit banget..kalo gak pelit promo, saya kasih bintang 5",2026-03-28 13:33:23,promonya pelit bangetkalo gak pelit promo saya kasih bintang,netral
FAHRUL ALFARIZI,1,"benci sama gojek ... 2x pesan makan malam buat makan selalu ga pernah tepat waktu ... yang pertama bubur ayam Anjasmoro malam ini nasi Padang Anjasmoro lama bangett, SOP nya gimana nih gak profesional",2026-03-28 13:28:40,benci sama gojek x pesan makan malam buat makan selalu ga pernah tepat waktu yang pertama bubur ayam anjasmoro malam ini nasi padang anjasmoro lama bangett sop nya gimana nih gak profesional,negatif
Eko Supriyanto,5,jos,2026-03-28 13:28:04,jos,positif
Wahyu Rizky,1,pesen makan ga dapet dapet driver hampir 2 jam nunggu tolong buat para drivernya kalo emang ga bisa ya ga bisa,2026-03-28 13:22:38,pesen makan ga dapet dapet driver hampir jam nunggu tolong buat para drivernya kalo emang ga bisa ya ga bisa,negatif
Yuni Ekis,1,ga jelas gw nunggu driver udah kayak mau pingsan,2026-03-28 13:22:06,ga jelas gw nunggu driver udah kayak mau pingsan,negatif
ILham Stark,2,ribet update skrg mh mending dulu pilih co konfirm tunggu driver g nympe (5mnt) skrg driver doang Ampe 10mnt lbh,2026-03-28 13:21:29,ribet update skrg mh mending dulu pilih co konfirm tunggu driver g nympe mnt skrg driver doang ampe mnt lbh,negatif
Zetton More,3,akhir akhir ini susah dapat driver untuk gofood,2026-03-28 13:21:28,akhir akhir ini susah dapat driver untuk gofood,netral
Sciel Dezhka,1,"jelek banget sumpah, selalu ga dapat driver kalo pesan gofood padahal belum malam, terus beberapa kali pesan gocar driver minta tarif lebih dari yg ditentukan di aplikasi, masalah gofood masa harus nunggu 1 jam biar bisa cancel mending kalo ada driver nya ini ga ada, orang udah lapar disuruh nunggu sama yg gak pasti, tolong deh adain fitur dimana kita bisa liat di sekitar ada driver apa gak, jadi kita gak berharap, lama lama nunggu eh ga ada driver mati kelaparan deh orang",2026-03-28 13:18:52,jelek banget sumpah selalu ga dapat driver kalo pesan gofood padahal belum malam terus beberapa kali pesan gocar driver minta tarif lebih dari yg ditentukan di aplikasi masalah gofood masa harus nunggu jam biar bisa cancel mending kalo ada driver nya ini ga ada orang udah lapar disuruh nunggu sama yg gak pasti tolong deh adain fitur dimana kita bisa liat di sekitar ada driver apa gak jadi kita gak berharap lama lama nunggu eh ga ada driver mati kelaparan deh orang,negatif
Andi Amalyana,1,"3x order drivernya eror semua yg pertama kejauhan minta d batal, kedua jalannya semakin menjauh dari yg awalnya sudah dekat yg ketiga minta batal lagi alasan ban bocor akhirnya tidak terasa sudah hampir sejam nunggu driver tidak ada yg sanggup jemput",2026-03-28 13:18:40,x order drivernya eror semua yg pertama kejauhan minta d batal kedua jalannya semakin menjauh dari yg awalnya sudah dekat yg ketiga minta batal lagi alasan ban bocor akhirnya tidak terasa sudah hampir sejam nunggu driver tidak ada yg sanggup jemput,negatif
Eva Andarwati,5,semoga lebih bsnyak diskon,2026-03-28 13:13:24,semoga lebih bsnyak diskon,positif
Alda Aprila,2,"lamaaaa, ga dapet2 driver untuk gofood!! gimana sih?",2026-03-28 13:10:57,lamaaaa ga dapet driver untuk gofood gimana sih,negatif
Dino Sibagariang,1,untuk pesan go food lama gk jelas bngtlah,2026-03-28 13:10:56,untuk pesan go food lama gk jelas bngtlah,negatif
Rizky Kurniati,5,suka syekali,2026-03-28 13:10:11,suka syekali,positif
ananda praswanta,1,"PARAH pesen gofood ,udh ditungguin ,udh lapar, 1jam ditungguin kagak di respon parah lu cuma nunggu doang selama 1 jam,",2026-03-28 13:07:11,parah pesen gofood udh ditungguin udh lapar jam ditungguin kagak di respon parah lu cuma nunggu doang selama jam,negatif
Fadil Decor,5,enak untuk pesan makanan,2026-03-28 13:01:26,enak untuk pesan makanan,positif
Lukman H Ardian,1,"aplikasinya sudah bagus, sayang drivernya seenaknya sendiri, order gocar 3x, 2 kalo keblablasan dan g mau tanggung jawab, yang 1 ada penumpang lain.",2026-03-28 13:01:17,aplikasinya sudah bagus sayang drivernya seenaknya sendiri order gocar x kalo keblablasan dan g mau tanggung jawab yang ada penumpang lain,negatif
ARDIAN IAN,5,ROWR AKU SUKA GOJEEEEEK YEY GOJEK SEMOGA SEHAT SEHAT YA🗿.,2026-03-28 12:59:50,rowr aku suka gojeeeeek yey gojek semoga sehat sehat ya,positif
Hapis Ganteng,1,sisah bgt nyari driver padahal udah nunggu 1 jam 30 menit,2026-03-28 12:57:48,sisah bgt nyari driver padahal udah nunggu jam menit,negatif
Uut Maulina,1,susah cari driver gofood,2026-03-28 12:57:16,susah cari driver gofood,negatif
Aulia Syafira,1,"NAJISSSSSSSSSSSSSSS nyari driver 2 jam gak dapet2, sekalinya dapet di cancel, dapet sekali lagi di tanyain "" ongkos di aplikasi berapa "" belum sempat di jawab dah di cancel lagiii. luuu ngapainn gojekkk sampe driver luuu pada malesss semuaaa gituuu herannn",2026-03-28 12:51:13,najisssssssssssssss nyari driver jam gak dapet sekalinya dapet di cancel dapet sekali lagi di tanyain ongkos di aplikasi berapa belum sempat di jawab dah di cancel lagiii luuu ngapainn gojekkk sampe driver luuu pada malesss semuaaa gituuu herannn,negatif
Eriasasongko,2,layanan Parah lama take orderannya parah banget mesen gojek muter muter ngk dapat driver pada ngk ada kah ???lama bangett,2026-03-28 12:50:25,layanan parah lama take orderannya parah banget mesen gojek muter muter ngk dapat driver pada ngk ada kah lama bangett,negatif
Mira Niodika,1,"pencarian driver lama bgt, mana nunggu durasi untuk pembatalan juga lama",2026-03-28 12:46:45,pencarian driver lama bgt mana nunggu durasi untuk pembatalan juga lama,negatif
CHANNEL SUPER SMASH,1,"sampah bgt mistery box nya.. dah 2 mgg sampah semua dapetnya... hilangin yg coba lagi, minimal kasih aja 10 perak biar org enak mainnya..",2026-03-28 12:42:33,sampah bgt mistery box nya dah mgg sampah semua dapetnya hilangin yg coba lagi minimal kasih aja perak biar org enak mainnya,negatif
Chairani Azzahra,1,"driver tidak sopan, sudah diambil tapi disuruh cancel, waktu menunggu lama, evaluasi lagi kemitraannya.",2026-03-28 12:42:08,driver tidak sopan sudah diambil tapi disuruh cancel waktu menunggu lama evaluasi lagi kemitraannya,negatif
Risa alaida rohmah,1,"susah dapat driver, saat gofood menunggu lama berujung pembelian gagal dan tidak bisa di batalkan",2026-03-28 12:35:35,susah dapat driver saat gofood menunggu lama berujung pembelian gagal dan tidak bisa di batalkan,negatif
Vfggg Ggvgv,5,tarif hemat,2026-03-28 12:33:14,tarif hemat,positif
Angkut00 Jully00,1,sangat lambat cari driver kesel nunggu lama,2026-03-28 12:28:15,sangat lambat cari driver kesel nunggu lama,negatif
Grace Lin,2,"susah dapet driver buat gofood... haddeeeeuuuuhhhh...nunggu sejam,.ujungnya di cancel. apaan itu",2026-03-28 12:27:30,susah dapet driver buat gofood haddeeeeuuuuhhhhnunggu sejamujungnya di cancel apaan itu,negatif
-,1,"Ini udah berkali kali, pesan gofood smpe hrus ngebatalin krma habis masa tunggu driver ga ada. bberapa kali juga pesan, driver seenaknya batalin, bahkan dngan sengaja ga bergerak hingha 30 menit memnuat penumpang menungguuu, sementara bila di cancel malah penumpang harus bayar ganti rugi si driver katanya yg udh effort. EFFORT APAAN BERGERAK AJA KAGAK. Plis deh gojek driver lu pada bermasalah semua terutama daerah medan. DISKON HARGA MURAH GA MAU AMBIL. KERJA NYA GA TOTALITAS.",2026-03-28 12:27:13,ini udah berkali kali pesan gofood smpe hrus ngebatalin krma habis masa tunggu driver ga ada bberapa kali juga pesan driver seenaknya batalin bahkan dngan sengaja ga bergerak hingha menit memnuat penumpang menungguuu sementara bila di cancel malah penumpang harus bayar ganti rugi si driver katanya yg udh effort effort apaan bergerak aja kagak plis deh gojek driver lu pada bermasalah semua terutama daerah medan diskon harga murah ga mau ambil kerja nya ga totalitas,negatif
nadia selvianti,5,good,2026-03-28 12:26:24,good,positif
ACHMAD YACHYA,1,aku lagi pesen makan dah nunggu lama lama ehh taunya dibatalin ga ada driver...hadehhh beri rating juga gaakan dibales yang bales paling juga bot,2026-03-28 12:17:54,aku lagi pesen makan dah nunggu lama lama ehh taunya dibatalin ga ada driverhadehhh beri rating juga gaakan dibales yang bales paling juga bot,negatif
Hadi Suyono,4,jangan banyak2 biaya aplikasi nya,2026-03-28 12:15:46,jangan banyak biaya aplikasi nya,positif
Valencia _,2,nunggu cari driver makanan lama bgt bisa sejam lebih nunggu restonya siapin juga hampir setengah jam terus sering dicancel dari pihak restonya padahal udah nungguin lama banget,2026-03-28 12:15:22,nunggu cari driver makanan lama bgt bisa sejam lebih nunggu restonya siapin juga hampir setengah jam terus sering dicancel dari pihak restonya padahal udah nungguin lama banget,negatif
kang jay,3,"kok ga asik ya sekarang pesan gojek udah mah lama jauh lagi dapet nya, ga seperti dulu nyaman, tolong kembalikan ke jaman dulu mudah cari driver nya yang terdekat nanti di kasih bintang 5",2026-03-28 12:06:40,kok ga asik ya sekarang pesan gojek udah mah lama jauh lagi dapet nya ga seperti dulu nyaman tolong kembalikan ke jaman dulu mudah cari driver nya yang terdekat nanti di kasih bintang,netral
Dodi Poetra,1,kalau nggak support Shopee instant mending gk usah.. udah 2 jam cari driver nggak nemu.. dicancel... padahal cuaca bagus nggak macet juga.. nggak terlalu jauh juga... kalau emang ongkirnya kurang tambahin di aplikasi nggak pa2.. bikin repot orang...,2026-03-28 12:04:38,kalau nggak support shopee instant mending gk usah udah jam cari driver nggak nemu dicancel padahal cuaca bagus nggak macet juga nggak terlalu jauh juga kalau emang ongkirnya kurang tambahin di aplikasi nggak pa bikin repot orang,negatif
Devano Diandra,2,sering gak dapet driver waktu gofood,2026-03-28 12:01:21,sering gak dapet driver waktu gofood,negatif
Salsha Icha Icha,5,ok,2026-03-28 12:00:11,ok,positif
endahprasetya wati03,3,"niat kerja g si itu driver? pls lah, posisi laper pesan gofood aja 1 jam lebih g dapet driver! ujan dikit ga dapet lah sumpa ya kesel banget!",2026-03-28 11:59:10,niat kerja g si itu driver pls lah posisi laper pesan gofood aja jam lebih g dapet driver ujan dikit ga dapet lah sumpa ya kesel banget,netral
Ainun Rizza,2,kenapa ya kok sering muter2?,2026-03-28 11:58:25,kenapa ya kok sering muter,negatif
Klinik mobil kito,1,payah di musim ujang kita di telantarkan perlu perbaikan sistim akan berdosa kalau ada pelangan IMERGENSI den pemotongan jasa driver sewenang2 sepihak terbaik kadang menjadi tidak bermanfaat bagi pelangan lelet pesan ya ku keluar aja,2026-03-28 11:54:24,payah di musim ujang kita di telantarkan perlu perbaikan sistim akan berdosa kalau ada pelangan imergensi den pemotongan jasa driver sewenang sepihak terbaik kadang menjadi tidak bermanfaat bagi pelangan lelet pesan ya ku keluar aja,negatif
Morena mochi,1,susah cari driver,2026-03-28 11:47:59,susah cari driver,negatif
Andy Haryanto,5,good luck for u ya,2026-03-28 11:47:54,good luck for u ya,positif
Devi Sylvia Herman,1,kemalan saiki gojekee kemalan peleh2. ndk gelem harga murahhhhh,2026-03-28 11:44:09,kemalan saiki gojekee kemalan peleh ndk gelem harga murahhhhh,negatif
iki suryadin,1,"benahin sistem jangan cuma mau untungnya saja, driver jadi pilih pilih orderan tuh,",2026-03-28 11:39:54,benahin sistem jangan cuma mau untungnya saja driver jadi pilih pilih orderan tuh,negatif
Sae Koni,5,banyak promonya,2026-03-28 11:31:07,banyak promonya,positif
